frame,x_nm,y_nm
1,21022.61,9506.69
2,20966.09,9603.80
3,21033.21,9698.56
4,21120.29,9740.04
5,21194.07,9853.61
6,21272.71,9781.89
7,21334.23,9656.39
8,21291.64,9612.96
9,21314.06,9648.40
10,21396.01,9664.00
11,21460.76,9884.37
12,21421.55,9774.16
13,21300.28,9676.73
14,21163.83,9544.87
15,21188.73,9614.11
16,21169.18,9572.67
17,21076.34,9519.54
18,21042.36,9365.70
19,20974.25,9209.63
20,20802.94,9023.44
21,20812.74,9039.74
22,20853.95,9127.95
23,20791.64,9129.24
24,21043.22,8655.46
25,21074.00,8874.91
26,20904.41,8711.91
27,20966.19,8689.58
28,20913.77,8594.11
29,20804.13,9052.15
30,20919.89,8920.21
