frame,x_nm,y_nm
1,2563.64,27287.19
2,2366.39,27218.18
3,2734.00,27382.67
4,2626.35,27250.49
5,2807.68,27352.97
6,2510.44,27408.23
7,2732.62,27430.84
8,3178.37,27918.19
9,3334.72,27773.11
10,3254.56,26918.18
11,3241.76,27457.30
14,3570.46,27925.70
15,3809.63,27928.25
16,3803.14,28401.62
17,3628.79,28494.92
18,4019.73,28996.25
19,3753.76,28707.25
20,3861.77,29037.68
21,4501.18,29446.13
22,4687.24,29597.65
23,4466.16,29378.50
24,5223.89,29201.97
25,4926.24,29617.02
26,4479.06,29503.64
27,5273.92,29261.53
28,5570.84,29203.09
30,5215.95,29492.91
