frame,x_nm,y_nm
1,7486.99,3899.00
2,7259.07,3986.67
3,7593.45,3721.49
4,7400.02,3863.21
5,7642.65,4116.17
6,7868.63,3983.29
7,7669.14,4011.55
8,7407.39,4210.62
10,7830.15,4236.27
13,7106.82,4257.20
