frame,x_nm,y_nm
1,17656.12,20527.21
2,17643.10,20469.24
3,17487.28,20730.18
4,17612.83,20699.49
5,17453.54,20700.42
6,17504.54,20752.65
7,17816.66,20612.66
8,17773.24,20672.01
9,17708.41,20508.84
10,17488.01,20937.41
11,17452.39,20805.52
12,17770.68,20940.68
13,17962.79,20931.31
14,17931.06,21138.89
15,17798.17,20366.97
16,17981.65,20458.72
17,17692.40,21169.55
18,17869.94,21049.61
19,17737.75,21120.04
20,18123.24,20855.46
21,18132.05,20851.09
22,18193.63,20704.73
23,18342.13,20742.77
24,17798.17,21284.40
25,17431.19,20733.94
26,17704.64,20366.97
27,18288.57,21030.01
28,17431.19,20826.03
29,17614.68,20550.46
30,17431.19,20917.43
