frame,x_nm,y_nm
1,30292.67,2376.17
2,30208.93,2502.02
3,30196.49,2415.12
4,30097.55,2463.52
5,30138.93,2544.48
6,30175.53,2701.92
7,30129.89,2740.47
8,29910.65,2863.77
9,29837.15,2877.48
10,29636.03,2970.48
11,29505.48,2819.05
12,29605.54,3001.67
14,29270.91,2868.99
15,29350.01,3064.85
16,29280.89,2944.97
17,29220.67,2996.86
18,29184.49,2974.81
19,28968.84,3090.11
20,28879.24,2939.05
22,28519.15,3161.19
23,28931.84,3227.00
24,28979.10,3200.20
26,28874.40,3193.42
28,29004.18,3376.89
29,29063.28,3394.23
