frame,x_nm,y_nm
1,18643.84,7294.94
2,18737.72,7204.67
3,18715.30,7249.25
4,18618.40,7175.11
5,18771.30,7226.23
6,18869.66,7279.61
7,18902.69,7651.02
8,18977.65,7341.33
9,18917.05,7323.69
10,18906.40,7359.03
11,19074.54,7396.12
13,18954.53,7655.20
14,19263.07,7481.41
15,19053.65,7584.18
