frame,x_nm,y_nm
1,18535.45,7332.78
2,18655.55,7125.94
3,18645.70,7284.11
4,18532.11,7305.58
5,18849.68,7362.97
6,19044.93,7494.71
7,19486.99,7873.06
8,18976.83,7588.24
9,18933.49,7241.97
10,18923.23,7286.34
11,19087.53,7220.43
12,19301.34,7014.82
13,18171.36,5731.61
14,18053.14,5871.56
15,18085.36,6254.49
16,18650.84,6616.30
17,17960.80,6167.64
18,18165.14,6242.90
19,18348.62,6100.92
20,18195.72,5969.42
21,18152.48,5998.10
22,18174.79,6460.65
23,18073.39,6599.77
24,18479.69,6669.16
25,18134.56,6360.86
26,19495.41,10220.18
27,17097.58,9424.52
28,19816.51,8016.94
29,18058.10,6666.67
