frame,x_nm,y_nm
1,8919.18,24452.42
2,9256.14,24391.59
3,9274.04,24409.12
4,9556.43,24346.73
5,9446.16,24531.51
6,9574.97,24502.58
7,9659.28,24490.78
8,9763.12,24573.85
9,9685.00,24639.71
10,9847.63,24444.95
11,9924.22,24383.63
12,9999.75,24198.45
13,9937.90,24345.50
14,10100.41,24554.29
15,10011.95,24485.07
16,10026.43,24605.43
17,10246.57,24617.92
18,10360.66,24611.23
19,10381.21,24689.15
20,10343.00,24754.97
21,10471.82,24612.43
22,10697.01,24645.31
23,10586.27,24701.24
24,10630.91,24805.87
25,9724.77,24954.13
26,10783.01,24898.54
27,9908.26,24770.64
28,10091.74,23943.88
29,9174.31,23853.21
30,10275.23,24036.70
