frame,x_nm,y_nm
1,18344.02,7261.28
2,18216.10,7441.98
3,18183.44,7456.66
4,18159.41,7465.86
5,18043.28,7593.91
6,18188.61,7701.02
7,18257.20,7582.05
8,18046.92,7791.12
9,18241.57,7738.03
10,18383.90,7718.54
11,18331.04,7726.65
12,18516.22,7557.20
13,18331.90,7660.70
14,18496.63,7558.08
15,18428.78,7261.84
16,18334.23,7302.23
17,18490.25,7020.27
18,18457.71,7359.61
19,17981.65,7339.45
20,18257.24,7155.96
21,17859.65,7278.45
22,18469.08,7214.94
23,17890.27,8073.39
24,18074.83,7339.45
25,18165.14,7706.42
26,18386.62,7486.35
27,18165.14,7522.94
28,18165.14,7889.91
29,18256.88,7339.45
30,18165.14,7339.45
