frame,x_nm,y_nm
1,13570.00,8611.89
2,13234.94,8540.09
3,13266.85,8635.82
4,13369.47,8678.07
5,13598.95,8828.31
6,14001.41,8755.59
7,13940.59,9038.88
8,13917.63,8983.02
9,13935.78,9206.42
10,14123.85,9307.34
11,14103.42,9462.05
12,14248.11,9553.25
13,14181.96,9598.62
14,14316.51,9779.82
15,14428.69,9933.28
16,14427.81,10030.58
17,14518.94,10157.61
18,14403.67,10321.10
19,14539.29,10366.97
20,14605.50,10577.98
21,14733.11,10437.86
22,14688.56,10429.74
23,14932.28,10489.30
24,14097.25,10611.01
25,14810.78,10556.19
26,14961.19,10411.67
27,13484.51,9039.29
28,13408.61,9280.17
29,13807.34,8516.82
30,13744.79,8632.19
