frame,x_nm,y_nm
1,18456.05,9972.77
2,18447.07,10028.05
3,18570.58,10119.92
4,18619.61,10102.57
5,18490.06,10290.09
6,18453.99,10462.19
7,18703.61,10555.63
8,18578.51,10451.44
9,18834.46,10508.16
10,18782.55,10889.42
