frame,x_nm,y_nm
2,5770.29,15122.63
4,5859.63,15297.55
5,5820.78,15421.32
7,6215.92,15449.30
8,6228.50,15542.01
9,6123.10,15541.34
10,6492.87,15554.02
11,6520.97,15720.25
12,6599.94,15836.87
13,6749.55,15771.88
14,6809.72,15848.67
16,6843.33,15930.09
